nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;kode_desa;kode_desa;nama_desa;tahun;jenis_kelamin;jumlah_buruh_pabrik;satuan
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072026;Dama Tutong;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072027;Matang Gleum;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072028;Lubok Pempeng;2024;Laki-laki;12;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072029;Buket Pala;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072030;Paya Kalui;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072031;Cek Mbon;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072032;Paya Meuligou;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072033;Blang Simpo;2024;Laki-laki;7;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072034;Blang Batee;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072035;Matang Peulawi;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072036;Cot Geulumpang;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072037;Alue Rambong;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110307;Peureulak;1103072038;Cot Keh;2024;Laki-laki;15;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082001;Bayeun;2024;Laki-laki;65;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082002;Rantau Panjang;2024;Laki-laki;4;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082006;Alue Seuleumak;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082007;Sarah Kayee;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082008;Damar Siput;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082009;Simpang Peut;2024;Laki-laki;4;Jiwa
1103;Kabupaten Aceh Timur;110308;Rantau Selamat;1103082010;Simpang Aneuh;2024;Laki-laki;10;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092001;Peulalu;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092002;Nicah Awe;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092003;Alue Buloh Sa;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092004;Alue Buloh Dua;2024;Laki-laki;9;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092005;Teupin Breuh;2024;Laki-laki;12;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092006;Matang Rayeuk;2024;Laki-laki;18;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092007;Matang Kumbang;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092008;Blang Nie;2024;Laki-laki;16;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092010;Bantayan;2024;Laki-laki;9;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092011;Matang Weng;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092012;Alue Mulieng;2024;Laki-laki;6;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092013;Pucok Alue Dua;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110309;Simpang Ulim;1103092014;Gampong Blang;2024;Laki-laki;7;Jiwa
1103;Kabupaten Aceh Timur;110301;Darul Aman;1103012018;Seuneubok Tuha Dua;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110301;Darul Aman;1103012008;Jungka Gajah;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110301;Darul Aman;1103012009;Seuneubok Simpang;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110301;Darul Aman;1103012010;Matang Pineung;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022010;Teupin Raya;2024;Laki-laki;4;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022011;Lhok Rambong;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022012;Julok Tunong;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022013;Ulee Ateung;2024;Laki-laki;12;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022014;Ulee Blang;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022015;Labuhan;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022020;Blang Pauh Sa;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022021;Blang Pauh Dua;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022022;Ulee Tanoh;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022023;Keude Kuta Binjei;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022024;Bukit Seroja;2024;Laki-laki;20;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022025;Kuala Geulumpang;2024;Laki-laki;6;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022026;Gampong Baro;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022027;Tumpok Teungoh;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022028;Seumatang;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022029;Ujong Tunong;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022030;Bukit Dindeng;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022031;Paya Pasi;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022032;Alue Cek Doi;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022033;Blang Gleum;2024;Laki-laki;65;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022034;Tanjong Tok Blang;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022035;Buket Makmu;2024;Laki-laki;13;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022036;Lhok Seuntang;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110302;Julok;1103022037;Simpang Lhee;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032001;Gampong Jawa;2024;Laki-laki;121;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032002;Keude Blang;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032003;Tanoh Anoe;2024;Laki-laki;23;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032004;Kuala Peudawa Puntong;2024;Laki-laki;15;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032011;Keutapang Mameh;2024;Laki-laki;55;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032012;Seuneubok Rambong;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032013;Kuala Idi;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032014;Keude Aceh;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032023;Seuneubok Bacee;2024;Laki-laki;30;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032052;Buket Meulinteung;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032053;Gampong Jalan;2024;Laki-laki;15;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032054;Teupin Batee;2024;Laki-laki;8;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032055;Buket Langa;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032056;Buket Pala;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032057;Buket Juara;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032058;Seuneubok Tutong;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032059;Seuneubok Tuha;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032060;Sampoimah;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032061;Dama Pulo;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032062;Gureb Blang;2024;Laki-laki;1;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032064;Gampong Baro;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110303;Idi Rayeuk;1103032065;Seuneubokteungoh P.Puntong;2024;Laki-laki;2;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042008;Peutow;2024;Laki-laki;3;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042009;Alue Buloh;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042010;Alue Teh;2024;Laki-laki;10;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042011;Paya Rambong;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042012;Alue Gadeng Sa;2024;Laki-laki;12;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042013;Paya Tampah;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042014;Paya Bili Dua;2024;Laki-laki;5;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042015;Paya Bili Sa;2024;Laki-laki;6;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042016;Paya Peulawi;2024;Laki-laki;10;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042017;Keude Birem;2024;Laki-laki;11;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042018;Bayeun;2024;Laki-laki;31;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042019;Aramiyah;2024;Laki-laki;101;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042020;Blang Tualang;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042021;Buket Seuleumak;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042022;Birem Rayeuk;2024;Laki-laki;39;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042023;Alue Gadeng;2024;Laki-laki;12;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042024;Alue Gadeng Dua;2024;Laki-laki;0;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042025;Alue Sentang;2024;Laki-laki;10;Jiwa
1103;Kabupaten Aceh Timur;110304;Birem Bayeun;1103042026;Merbou Dua;2024;Laki-laki;26;Jiwa
1103;Kabupaten Aceh Timur;110310;Ranto Peureulak;1103102024;Seumanah Jaya;2024;Perempuan;25;Jiwa
1103;Kabupaten Aceh Timur;110311;Pante Bidari;1103112007;Seuneubok Saboh;2024;Perempuan;12;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032001;Blang Kolak I;2024;Perempuan;80;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032002;Bebesan;2024;Perempuan;0;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032003;Mongal;2024;Perempuan;30;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032010;Blang Kolak Ii;2024;Perempuan;156;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032011;Umang;2024;Perempuan;20;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032012;Simpang Iv;2024;Perempuan;16;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072009;Ie Relop;2024;Perempuan;2;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072010;Kayu Kul;2024;Perempuan;18;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072011;Kedelah;2024;Perempuan;2;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072012;Kung;2024;Perempuan;0;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072013;Kute Lintang;2024;Perempuan;0;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072014;Lelumu;2024;Perempuan;0;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072016;Paya Jeget;2024;Perempuan;30;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032018;Empus Talu;2024;Perempuan;51;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032023;Nunang Antara;2024;Perempuan;50;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182015;Alue Bu Tunong;2024;Perempuan;4;Jiwa
1103;Kabupaten Aceh Timur;110319;Sungai Raya;1103192001;Alue Rangan;2024;Perempuan;0;Jiwa
1103;Kabupaten Aceh Timur;110319;Sungai Raya;1103192002;Geulumpang Payong;2024;Perempuan;1;Jiwa
1103;Kabupaten Aceh Timur;110319;Sungai Raya;1103192003;Labuhan Keudee;2024;Perempuan;42;Jiwa
1103;Kabupaten Aceh Timur;110319;Sungai Raya;1103192004;Buket Seulamat;2024;Perempuan;12;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182005;Alue Bu Tuha;2024;Perempuan;5;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182006;Alue Bu Jalan;2024;Perempuan;2;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182007;Tanjong Tualang;2024;Perempuan;3;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182009;Kebon Tempeun;2024;Perempuan;4;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182010;Paya Gajah;2024;Perempuan;2;Jiwa
1103;Kabupaten Aceh Timur;110317;Peureulak Timur;1103172017;Seuneubok Lapang;2024;Perempuan;2;Jiwa
1103;Kabupaten Aceh Timur;110317;Peureulak Timur;1103172018;Gelanggang Meurak;2024;Perempuan;5;Jiwa
1103;Kabupaten Aceh Timur;110318;Peureulak Barat;1103182001;Beusa Seberang;2024;Perempuan;7;Jiwa
1115;Kabupaten Nagan Raya;111502;Seunagan;1115022020;Bantan;2024;Perempuan;13;Jiwa
1115;Kabupaten Nagan Raya;111507;Kuala Pesisir;1115072013;Jati Rejo;2024;Perempuan;10;Jiwa
1115;Kabupaten Nagan Raya;111507;Kuala Pesisir;1115072011;Padang Panyang;2024;Perempuan;8;Jiwa
1175;Kota Subulussalam;117504;Sultan Daulat;1175042012;Singgersing;2024;Perempuan;37;Jiwa
1175;Kota Subulussalam;117504;Sultan Daulat;1175042013;Namo Buaya;2024;Perempuan;22;Jiwa
1175;Kota Subulussalam;117504;Sultan Daulat;1175042009;Jambi Baru;2024;Perempuan;5;Jiwa
1175;Kota Subulussalam;117504;Sultan Daulat;1175042019;Jabi-Jabi Barat;2024;Perempuan;2;Jiwa
1175;Kota Subulussalam;117504;Sultan Daulat;1175042020;Batu Napal;2024;Perempuan;30;Jiwa
1175;Kota Subulussalam;117502;Penanggalan;1175022010;Lae Bersih;2024;Perempuan;3;Jiwa
1175;Kota Subulussalam;117503;Rundeng;1175032008;Muara Batu-Batu;2024;Perempuan;3;Jiwa
1175;Kota Subulussalam;117503;Rundeng;1175032009;Siperkas;2024;Perempuan;2;Jiwa
1175;Kota Subulussalam;117504;Sultan Daulat;1175042002;Bawan;2024;Perempuan;2;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012014;Makmur Jaya;2024;Perempuan;9;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012017;Subulussalam Timur;2024;Perempuan;10;Jiwa
1174;Kota Langsa;117402;Langsa Barat;1174022017;Kuala Langsa;2024;Perempuan;5;Jiwa
1174;Kota Langsa;117404;Langsa Lama;1174042006;Baro;2024;Perempuan;101;Jiwa
1174;Kota Langsa;117404;Langsa Lama;1174042007;Meurandeh;2024;Perempuan;0;Jiwa
1174;Kota Langsa;117404;Langsa Lama;1174042008;Asam Peutik;2024;Perempuan;10;Jiwa
1174;Kota Langsa;117405;Langsa Baro;1174052004;Paya Bujok Seuleumak;2024;Perempuan;97;Jiwa
1174;Kota Langsa;117405;Langsa Baro;1174052009;Geudubang Aceh;2024;Perempuan;14;Jiwa
1173;Kota Lhokseumawe;117304;Muara Satu;1173042007;Blang Naleung Mameh;2024;Perempuan;25;Jiwa
1174;Kota Langsa;117405;Langsa Baro;1174052011;Lengkong;2024;Perempuan;2;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012008;Suka Makmur;2024;Perempuan;15;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012001;Subulussalam;2024;Perempuan;18;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012002;Pegayo;2024;Perempuan;1;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012004;Buluh Dori;2024;Perempuan;3;Jiwa
1175;Kota Subulussalam;117501;Simpang Kiri;1175012005;Subulussalam Utara;2024;Perempuan;7;Jiwa
1173;Kota Lhokseumawe;117303;Blang Mangat;1173032012;Blang Punteuet;2024;Perempuan;20;Jiwa
1173;Kota Lhokseumawe;117303;Blang Mangat;1173032013;Kumbang Punteuet;2024;Perempuan;20;Jiwa
1173;Kota Lhokseumawe;117303;Blang Mangat;1173032014;Mesjid Punteuet;2024;Perempuan;9;Jiwa
1173;Kota Lhokseumawe;117304;Muara Satu;1173042001;Batuphat Barat;2024;Perempuan;20;Jiwa
1173;Kota Lhokseumawe;117304;Muara Satu;1173042002;Blang Panyang;2024;Perempuan;23;Jiwa
1118;Kabupaten Pidie Jaya;111802;Ulim;1118022025;Meunasah Mesjid;2024;Perempuan;2;Jiwa
1118;Kabupaten Pidie Jaya;111802;Ulim;1118022006;Geulanggang;2024;Perempuan;4;Jiwa
1118;Kabupaten Pidie Jaya;111804;Bandar Dua;1118042022;Muko Dayah;2024;Perempuan;1;Jiwa
1118;Kabupaten Pidie Jaya;111804;Bandar Dua;1118042028;Meurandeh Alue;2024;Perempuan;3;Jiwa
1118;Kabupaten Pidie Jaya;111805;Meurah Dua;1118052005;Meunasah Kulam;2024;Perempuan;1;Jiwa
1118;Kabupaten Pidie Jaya;111805;Meurah Dua;1118052006;Meunasah Teungoh;2024;Perempuan;2;Jiwa
1118;Kabupaten Pidie Jaya;111806;Bandar Baru;1118062017;Udeung;2024;Perempuan;2;Jiwa
1118;Kabupaten Pidie Jaya;111806;Bandar Baru;1118062032;Blang Baro;2024;Perempuan;5;Jiwa
1118;Kabupaten Pidie Jaya;111808;Trienggadeng;1118082018;Peulandok Teungoh;2024;Perempuan;2;Jiwa
1118;Kabupaten Pidie Jaya;111808;Trienggadeng;1118082019;Peulandok Tunong;2024;Perempuan;1;Jiwa
1171;Kota Banda Aceh;117101;Baiturrahman;1171012002;Neusu Jaya;2024;Perempuan;7;Jiwa
1118;Kabupaten Pidie Jaya;111802;Ulim;1118022023;Nangrhoe Barat;2024;Perempuan;1;Jiwa
1116;Kabupaten Aceh Tamiang;111602;Bendahara;1116022020;Raja;2024;Perempuan;2;Jiwa
1116;Kabupaten Aceh Tamiang;111602;Bendahara;1116022021;Tumpok Tengoh;2024;Perempuan;6;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042004;Pantai Balai;2024;Perempuan;18;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042008;Perkebunan Seruway;2024;Perempuan;25;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042009;Gedung Biara;2024;Perempuan;3;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042010;Alur Alim;2024;Perempuan;0;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042011;Tualang;2024;Perempuan;1;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042021;Sungai Kuruk I;2024;Perempuan;10;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042022;Sungai Kuruk Ii;2024;Perempuan;0;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042023;Sungai Kuruk Iii;2024;Perempuan;28;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042024;Tangsi Lama;2024;Perempuan;19;Jiwa
1116;Kabupaten Aceh Tamiang;111605;Kota Kualasinpang;1116052004;Bukit Tempurung;2024;Perempuan;10;Jiwa
1116;Kabupaten Aceh Tamiang;111605;Kota Kualasinpang;1116052005;Kota Lintang;2024;Perempuan;28;Jiwa
1116;Kabupaten Aceh Tamiang;111608;Rantau;1116082003;Paya Bedi;2024;Perempuan;7;Jiwa
1116;Kabupaten Aceh Tamiang;111608;Rantau;1116082016;Suka Mulia;2024;Perempuan;1;Jiwa
1116;Kabupaten Aceh Tamiang;111606;Kejuruan Muda;1116062016;Seumadam;2024;Perempuan;25;Jiwa
1116;Kabupaten Aceh Tamiang;111606;Kejuruan Muda;1116062021;Alur Mentawak;2024;Perempuan;5;Jiwa
1116;Kabupaten Aceh Tamiang;111610;Bandar Pusaka;1116102002;Jambo Rambong;2024;Perempuan;4;Jiwa
1116;Kabupaten Aceh Tamiang;111610;Bandar Pusaka;1116102003;Blang Kandis;2024;Perempuan;10;Jiwa
1116;Kabupaten Aceh Tamiang;111610;Bandar Pusaka;1116102010;Rantau Bintang;2024;Perempuan;2;Jiwa
1116;Kabupaten Aceh Tamiang;111610;Bandar Pusaka;1116102011;Babo;2024;Perempuan;86;Jiwa
1116;Kabupaten Aceh Tamiang;111611;Tenggulun;1116112003;Tenggulun;2024;Perempuan;21;Jiwa
1116;Kabupaten Aceh Tamiang;111611;Tenggulun;1116112004;Selamat;2024;Perempuan;41;Jiwa
1116;Kabupaten Aceh Tamiang;111611;Tenggulun;1116112005;Simpang Kiri;2024;Perempuan;4;Jiwa
1116;Kabupaten Aceh Tamiang;111611;Tenggulun;1116112006;Sumber Makmur;2024;Perempuan;24;Jiwa
1117;Kabupaten Bener Meriah;111706;Wih Pesam;1117062009;Suka Ramai Atas;2024;Perempuan;5;Jiwa
1117;Kabupaten Bener Meriah;111709;Mesidah;1117092006;Jamur Atu Jaya;2024;Perempuan;3;Jiwa
1117;Kabupaten Bener Meriah;111709;Mesidah;1117092013;Perumpaken Benjadi;2024;Perempuan;3;Jiwa
1116;Kabupaten Aceh Tamiang;111603;Karang Baru;1116032012;Tanah Terban;2024;Perempuan;3;Jiwa
1116;Kabupaten Aceh Tamiang;111603;Karang Baru;1116032007;Tanjung Karang;2024;Perempuan;6;Jiwa
1116;Kabupaten Aceh Tamiang;111603;Karang Baru;1116032015;Tupah;2024;Perempuan;6;Jiwa
1116;Kabupaten Aceh Tamiang;111604;Seruway;1116042002;Pekan Seruway;2024;Perempuan;2;Jiwa
1116;Kabupaten Aceh Tamiang;111603;Karang Baru;1116032031;Tanjung Seumantoh;2024;Perempuan;5;Jiwa
1106;Kabupaten Aceh Besar;110609;Mesjid Raya;1106092007;Paya Kameng;2024;Laki-laki;47;Jiwa
1116;Kabupaten Aceh Tamiang;111603;Karang Baru;1116032033;Kebun Tanjung Seumantoh;2024;Perempuan;6;Jiwa
1116;Kabupaten Aceh Tamiang;111603;Karang Baru;1116032034;Bukit Panjang;2024;Perempuan;4;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082006;Gunong Kupok;2024;Perempuan;2;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082013;Simpang Jaya;2024;Perempuan;2;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082014;Sumber Daya;2024;Perempuan;2;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082009;Cot Mue;2024;Perempuan;25;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082010;Babah Rot;2024;Perempuan;12;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082011;Babah Dua;2024;Perempuan;0;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082022;Cot Mee;2024;Perempuan;18;Jiwa
1115;Kabupaten Nagan Raya;111508;Tadu Raya;1115082019;Alue Labu;2024;Perempuan;7;Jiwa
1116;Kabupaten Aceh Tamiang;111601;Manyak Payed;1116012003;Buket Panyang Dua;2024;Perempuan;21;Jiwa
1116;Kabupaten Aceh Tamiang;111601;Manyak Payed;1116012012;Ie Bintah;2024;Perempuan;19;Jiwa
1115;Kabupaten Nagan Raya;111503;Seunagan Timur;1115032028;Ie Beudoh;2024;Perempuan;13;Jiwa
1115;Kabupaten Nagan Raya;111505;Darul Makmur;1115052017;Alue Bilie;2024;Perempuan;11;Jiwa
1115;Kabupaten Nagan Raya;111505;Darul Makmur;1115052018;Suka Raja;2024;Perempuan;10;Jiwa
1115;Kabupaten Nagan Raya;111505;Darul Makmur;1115052035;Alue Raya;2024;Perempuan;35;Jiwa
1115;Kabupaten Nagan Raya;111505;Darul Makmur;1115052049;Blang Luah;2024;Perempuan;22;Jiwa
1115;Kabupaten Nagan Raya;111505;Darul Makmur;1115052050;Sumber Makmur;2024;Perempuan;21;Jiwa
1115;Kabupaten Nagan Raya;111505;Darul Makmur;1115052045;Suka Ramai;2024;Perempuan;30;Jiwa
1111;Kabupaten Bireuen;111104;Jeumpa;1111042038;Lipah Cut;2024;Perempuan;8;Jiwa
1111;Kabupaten Bireuen;111104;Jeumpa;1111042049;Blang Bladeh;2024;Perempuan;16;Jiwa
1111;Kabupaten Bireuen;111104;Jeumpa;1111042044;Blang Cot Baroh;2024;Perempuan;4;Jiwa
1111;Kabupaten Bireuen;111104;Jeumpa;1111042045;Blang Cot Tunong;2024;Perempuan;4;Jiwa
1111;Kabupaten Bireuen;111105;Peusangan;1111052010;Panton Geulima;2024;Perempuan;15;Jiwa
1111;Kabupaten Bireuen;111105;Peusangan;1111052014;Matang Cot Paseh;2024;Perempuan;20;Jiwa
1111;Kabupaten Bireuen;111109;Juli;1111092020;Krueng Simpo;2024;Perempuan;35;Jiwa
1111;Kabupaten Bireuen;111110;Jangka;1111102005;Jangka Alue Bie;2024;Perempuan;28;Jiwa
