nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;kode_desa;kode_desa;nama_desa;tahun;jenis_kelamin;jumlah_buruh_pabrik;satuan
1111;Kabupaten Bireuen;111110;Jangka;1111102019;Tanah Anoe;2024;Perempuan;34;Jiwa
1111;Kabupaten Bireuen;111110;Jangka;1111102020;Lhok Bugeng;2024;Perempuan;2;Jiwa
1111;Kabupaten Bireuen;111110;Jangka;1111102021;Lampoh Rayeuk;2024;Perempuan;4;Jiwa
1111;Kabupaten Bireuen;111109;Juli;1111092031;Bale Panah;2024;Perempuan;9;Jiwa
1111;Kabupaten Bireuen;111109;Juli;1111092032;Ranto Panyang;2024;Perempuan;2;Jiwa
1111;Kabupaten Bireuen;111108;Pandrah;1111082018;Uteuen Kruet;2024;Perempuan;25;Jiwa
1111;Kabupaten Bireuen;111109;Juli;1111092003;Juli Tambo Tanjong;2024;Perempuan;10;Jiwa
1111;Kabupaten Bireuen;111109;Juli;1111092014;Blang Ketumba;2024;Perempuan;70;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132004;Bireuen Meunasah Capa;2024;Perempuan;56;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132005;Bireuen Meunasah Dayah;2024;Perempuan;123;Jiwa
1112;Kabupaten Aceh Barat Daya;111203;Manggeng;1112032027;Lhok Pawoh;2024;Perempuan;13;Jiwa
1114;Kabupaten Aceh Jaya;111406;Panga;1114062002;Kuta Tuha;2024;Perempuan;19;Jiwa
1115;Kabupaten Nagan Raya;111501;Kuala;1115012028;Ujong Padang;2024;Perempuan;15;Jiwa
1115;Kabupaten Nagan Raya;111501;Kuala;1115012020;Blang Muko;2024;Perempuan;10;Jiwa
1115;Kabupaten Nagan Raya;111501;Kuala;1115012021;Pulo Ie;2024;Perempuan;2;Jiwa
1115;Kabupaten Nagan Raya;111501;Kuala;1115012022;Purworejo;2024;Perempuan;6;Jiwa
1115;Kabupaten Nagan Raya;111501;Kuala;1115012023;Blang Baro;2024;Perempuan;15;Jiwa
1115;Kabupaten Nagan Raya;111501;Kuala;1115012031;Ujong Patihah;2024;Perempuan;20;Jiwa
1114;Kabupaten Aceh Jaya;111408;Darul Hikmah;1114082011;Alue Gajah;2024;Perempuan;20;Jiwa
1112;Kabupaten Aceh Barat Daya;111204;Susoh;1112042011;Pawoh;2024;Perempuan;2;Jiwa
1112;Kabupaten Aceh Barat Daya;111204;Susoh;1112042012;Padang Baru;2024;Perempuan;10;Jiwa
1112;Kabupaten Aceh Barat Daya;111204;Susoh;1112042013;Pulau Kayu;2024;Perempuan;29;Jiwa
1112;Kabupaten Aceh Barat Daya;111205;Kuala Batee;1112052003;Geulanggang Gajah;2024;Perempuan;14;Jiwa
1112;Kabupaten Aceh Barat Daya;111205;Kuala Batee;1112052011;Kampung Tengah;2024;Perempuan;8;Jiwa
1112;Kabupaten Aceh Barat Daya;111201;Blangpidie;1112012016;Keude Siblah;2024;Perempuan;55;Jiwa
1112;Kabupaten Aceh Barat Daya;111201;Blangpidie;1112012017;Kuta Bahagia;2024;Perempuan;0;Jiwa
1112;Kabupaten Aceh Barat Daya;111201;Blangpidie;1112012018;Kuta Tinggi;2024;Perempuan;18;Jiwa
1111;Kabupaten Bireuen;111117;Kuta Blang;1111172009;Cot Baroh;2024;Perempuan;7;Jiwa
1111;Kabupaten Bireuen;111117;Kuta Blang;1111172010;Paloh Peuradi;2024;Perempuan;1;Jiwa
1111;Kabupaten Bireuen;111117;Kuta Blang;1111172024;Pulo Blang;2024;Perempuan;8;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132010;Pulo Kiton;2024;Perempuan;221;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132011;Lhok Awe Teungoh;2024;Perempuan;3;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132012;Geulanggang Teungoh;2024;Perempuan;0;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132013;Cot Gapu;2024;Perempuan;8;Jiwa
1106;Kabupaten Aceh Besar;110609;Mesjid Raya;1106092006;Meunasah Mon;2024;Laki-laki;32;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132015;Geulanggang Gampong;2024;Perempuan;15;Jiwa
1111;Kabupaten Bireuen;111113;Kota Juang;1111132016;Blang Tingkeum;2024;Perempuan;30;Jiwa
1111;Kabupaten Bireuen;111112;Peulimbang;1111122013;Padang Kasab;2024;Perempuan;16;Jiwa
1111;Kabupaten Bireuen;111111;Simpang Mamplam;1111112041;Meunasah Barat;2024;Perempuan;7;Jiwa
1111;Kabupaten Bireuen;111105;Peusangan;1111052033;Gampong Raya Dagang;2024;Perempuan;45;Jiwa
1111;Kabupaten Bireuen;111105;Peusangan;1111052034;Gampong Raya Tambo;2024;Perempuan;20;Jiwa
1111;Kabupaten Bireuen;111105;Peusangan;1111052035;Kapa;2024;Perempuan;0;Jiwa
1111;Kabupaten Bireuen;111105;Peusangan;1111052036;Blang Panjoe;2024;Perempuan;30;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032009;Tan Saril;2024;Laki-laki;16;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032010;Blang Kolak Ii;2024;Laki-laki;285;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032011;Umang;2024;Laki-laki;30;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032012;Simpang Iv;2024;Laki-laki;22;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072016;Paya Jeget;2024;Laki-laki;10;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032018;Empus Talu;2024;Laki-laki;31;Jiwa
1104;Kabupaten Aceh Tengah;110402;Silih Nara;1104022033;Wih Pesam;2024;Laki-laki;6;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032020;Kebet;2024;Laki-laki;20;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032021;Lemah Burbana;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072021;Simpang Kelaping;2024;Laki-laki;10;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032023;Nunang Antara;2024;Laki-laki;20;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072009;Ie Relop;2024;Laki-laki;5;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072010;Kayu Kul;2024;Laki-laki;8;Jiwa
1104;Kabupaten Aceh Tengah;110402;Silih Nara;1104022018;Burni Bius Baru;2024;Laki-laki;30;Jiwa
1104;Kabupaten Aceh Tengah;110402;Silih Nara;1104022007;Pepayungen Angkup;2024;Laki-laki;9;Jiwa
1104;Kabupaten Aceh Tengah;110402;Silih Nara;1104022008;Remesen;2024;Laki-laki;73;Jiwa
1104;Kabupaten Aceh Tengah;110402;Silih Nara;1104022009;Rutih;2024;Laki-laki;6;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032001;Blang Kolak I;2024;Laki-laki;120;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072011;Kedelah;2024;Laki-laki;3;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032003;Mongal;2024;Laki-laki;147;Jiwa
1104;Kabupaten Aceh Tengah;110403;Bebesen;1104032004;Daling;2024;Laki-laki;1;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072038;Wih Terjun;2024;Laki-laki;2;Jiwa
1104;Kabupaten Aceh Tengah;110407;Pegasing;1104072039;Belang Bebangka;2024;Laki-laki;11;Jiwa
1104;Kabupaten Aceh Tengah;110410;Ketol;1104102002;Blang Mancung;2024;Laki-laki;10;Jiwa
1104;Kabupaten Aceh Tengah;110410;Ketol;1104102008;Jaluk;2024;Laki-laki;10;Jiwa
1104;Kabupaten Aceh Tengah;110410;Ketol;1104102025;Selon;2024;Laki-laki;8;Jiwa
1104;Kabupaten Aceh Tengah;110411;Kebayakan;1104112001;Bukit Sama;2024;Laki-laki;10;Jiwa
1104;Kabupaten Aceh Tengah;110411;Kebayakan;1104112015;Kala Lengkio;2024;Laki-laki;5;Jiwa
1104;Kabupaten Aceh Tengah;110411;Kebayakan;1104112016;Kute Lot;2024;Laki-laki;10;Jiwa
1104;Kabupaten Aceh Tengah;110412;Kute Panang;1104122011;Tawar Miko;2024;Laki-laki;12;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132010;Melala;2024;Laki-laki;22;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132003;Berawang Gading;2024;Laki-laki;2;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132004;Celala;2024;Laki-laki;2;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132014;Tanoh Depet;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132015;Uning Berawang Ramung;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132016;Blang Delem;2024;Laki-laki;3;Jiwa
1104;Kabupaten Aceh Tengah;110413;Celala;1104132017;Depet Indah;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172001;Takengon Timur;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172002;Asir Asir;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172003;Asir Asir Asia;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172004;Bale Atu;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172005;Bujang;2024;Laki-laki;8;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172006;Gunung Suku;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172007;Hakim Bale Bujang;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172008;Kenawat;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172009;Kuteni Reje;2024;Laki-laki;0;Jiwa
1104;Kabupaten Aceh Tengah;110417;Laut Tawar;1104172010;Pedemun One One;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012001;Suak Indrapuri;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012002;Kampung Belakang;2024;Laki-laki;11;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012005;Ujong Baroh;2024;Laki-laki;102;Jiwa
1104;Kabupaten Aceh Tengah;110418;Atu Lintang;1104182004;Merah Muyang;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012007;Drien Rampak;2024;Laki-laki;30;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012009;Pasar Aceh;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012010;Padang Seurahet;2024;Laki-laki;10;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012011;Panggong;2024;Laki-laki;6;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012016;Blang Beurandang;2024;Laki-laki;100;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012013;Gampong Darat;2024;Laki-laki;31;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012018;Suak Raya;2024;Laki-laki;14;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012019;Suak Nie;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012020;Leuhan;2024;Laki-laki;111;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012021;Suak Sigadeng;2024;Laki-laki;12;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022001;Keude Aron;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022002;Kampong Mesjid;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022003;Padang Mancang;2024;Laki-laki;10;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022004;Meunasah Buloh;2024;Laki-laki;6;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022005;Alue Tampak;2024;Laki-laki;20;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022006;Beureugang;2024;Laki-laki;7;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022009;Meunasah Ara;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022010;Meunasah Rayeuk;2024;Laki-laki;10;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022017;Pasi Jeumpa;2024;Laki-laki;10;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022023;Tanjong Bungong;2024;Laki-laki;23;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022024;Alue On;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022047;Alue Peudeung;2024;Laki-laki;45;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022048;Pasi Meugat;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022049;Babah Meulaboh;2024;Laki-laki;3;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022050;Pasi Kumbang;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022051;Padang Sikabu;2024;Laki-laki;134;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022052;Sawang Teubei;2024;Laki-laki;7;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022053;Alue Lhok;2024;Laki-laki;10;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022063;Keuramat;2024;Laki-laki;15;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042001;Kuala Bhee;2024;Laki-laki;36;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042002;Pasi Lunak;2024;Laki-laki;13;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042003;Pasi Aceh;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042004;Aron Tunong;2024;Laki-laki;6;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042005;Aron Baroh;2024;Laki-laki;8;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042014;Lueng Tanoh Tho;2024;Laki-laki;10;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042015;Gunong Rambong;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110503;Sungai Mas;1105032008;Tuwi Saya;2024;Laki-laki;4;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042017;Gunong Hampa;2024;Laki-laki;8;Jiwa
1105;Kabupaten Aceh Barat;110505;Samatiga;1105052028;Suak Pante Breuh;2024;Laki-laki;24;Jiwa
1105;Kabupaten Aceh Barat;110505;Samatiga;1105052029;Suak Geudeubang;2024;Laki-laki;1;Jiwa
1105;Kabupaten Aceh Barat;110505;Samatiga;1105052030;Suak Seumaseh;2024;Laki-laki;3;Jiwa
1105;Kabupaten Aceh Barat;110506;Bubon;1105062004;Blang Sibeutong;2024;Laki-laki;9;Jiwa
1105;Kabupaten Aceh Barat;110506;Bubon;1105062009;Kuala Pling;2024;Laki-laki;8;Jiwa
1105;Kabupaten Aceh Barat;110506;Bubon;1105062010;Layung;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110507;Arongan Lambalek;1105072012;Peuribu;2024;Laki-laki;11;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092003;Mesjid Tuha;2024;Laki-laki;9;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092004;Ujong Tanoh Darat;2024;Laki-laki;12;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092005;Pasi Aceh Tunong;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092006;Pasi Aceh Baroh;2024;Laki-laki;4;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092007;Buloh;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092008;Pulo Teungoh;2024;Laki-laki;1;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092009;Paya Baro Ranto P;2024;Laki-laki;29;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092010;Ranub Dong;2024;Laki-laki;2;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092011;Pasi Pinang;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092012;Pasi Mesjid;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092013;Meureubo;2024;Laki-laki;12;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092014;Langung;2024;Laki-laki;24;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092015;Gunong Kleng;2024;Laki-laki;70;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092016;Ujong Drien;2024;Laki-laki;19;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092017;Peunaga Rayeuk;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092018;Peunaga Pasi;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092019;Peunaga Cut Ujong;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092020;Reudeup;2024;Laki-laki;30;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092021;Balee;2024;Laki-laki;90;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092022;Paya Peunaga;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092023;Ujong Tanjong;2024;Laki-laki;15;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092024;Pucok Reudeup;2024;Laki-laki;25;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092025;Sumber Batu;2024;Laki-laki;20;Jiwa
1105;Kabupaten Aceh Barat;110509;Meureubo;1105092026;Bukit Jaya;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102001;Blang Luah Lm;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102002;Cot Rambong;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102003;Lhok Malee;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102004;Pasi Malee;2024;Laki-laki;5;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102005;Napai;2024;Laki-laki;13;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102006;Blang Cot Mameh;2024;Laki-laki;0;Jiwa
1105;Kabupaten Aceh Barat;110510;Woyla Barat;1105102007;Blang Cot Rubek;2024;Laki-laki;35;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022001;Mon Ikeun;2024;Laki-laki;49;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022002;Nusa;2024;Laki-laki;17;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022003;Weu Raya;2024;Laki-laki;30;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022004;Lamkrut;2024;Laki-laki;52;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022005;Lamgaboh;2024;Laki-laki;11;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022006;Lambaro Kueh;2024;Laki-laki;35;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022007;Lam Ateuk;2024;Laki-laki;15;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022008;Kueh;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022009;Tanjong;2024;Laki-laki;5;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022010;Aneuk Paya;2024;Laki-laki;25;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022011;Seubun Keutapang;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022012;Seubun Ayon;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022013;Lambaro Seubun;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022014;Naga Umbang;2024;Laki-laki;20;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022015;Lampaya;2024;Laki-laki;95;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022016;Meunasah Mesjid Lamlhom;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022017;Meunasah Mon Cut;2024;Laki-laki;3;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022018;Meunasah Manyang;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022019;Meunasah Lam Girek;2024;Laki-laki;1;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022020;Meunasah Lambaro;2024;Laki-laki;20;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022021;Meunasah Baro  Lamlhom;2024;Laki-laki;13;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022022;Meunasah Beutong;2024;Laki-laki;4;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022023;Mns. Mesjid Lampuuk;2024;Laki-laki;4;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022024;Meunasah Balee;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022025;Meunasah Karieng;2024;Laki-laki;4;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022026;Lamcok;2024;Laki-laki;16;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022027;Meunasah Cut;2024;Laki-laki;3;Jiwa
1106;Kabupaten Aceh Besar;110602;Lhoknga;1106022028;Meunasah Blang;2024;Laki-laki;2;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032001;Reukih Dayah;2024;Laki-laki;57;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032002;Indrapuri;2024;Laki-laki;2;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032003;Lam Leubok;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032004;Empee Ara;2024;Laki-laki;3;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032005;Limo Blang;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032006;Limo Mesjid;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032007;Limo Lamleuweung;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032008;Lheue;2024;Laki-laki;10;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032009;Meusale;2024;Laki-laki;10;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032040;Lampanah Dayah;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032041;Lampanah Baro;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032042;Lampanah Tunong;2024;Laki-laki;2;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032043;Groet Blang;2024;Laki-laki;2;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032044;Groet Manyang;2024;Laki-laki;6;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032045;Groet  Baro;2024;Laki-laki;13;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032046;Jruek Bak Kreh;2024;Laki-laki;54;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032047;Jruek Balee;2024;Laki-laki;4;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032049;Mon Alue;2024;Laki-laki;1;Jiwa
1106;Kabupaten Aceh Besar;110603;Indrapuri;1106032050;Lambeunot;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042020;Bayu;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042021;Ayon;2024;Laki-laki;1;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042022;Lamteuba Droe;2024;Laki-laki;52;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042023;Pulo;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042024;Lampantee;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042025;Lambada;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042026;Blang Tingkeum;2024;Laki-laki;5;Jiwa
1106;Kabupaten Aceh Besar;110604;Seulimeum;1106042027;Ateuk;2024;Laki-laki;10;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072022;Daroy Kameu;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072023;Geundrieng;2024;Laki-laki;25;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072024;Garot;2024;Laki-laki;90;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072025;Pasheu Beutong;2024;Laki-laki;14;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072026;Lampasi Engking;2024;Laki-laki;1;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072027;Jeumpet Ajun;2024;Laki-laki;9;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072028;Gue Gajah;2024;Laki-laki;10;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072029;Leu Ue;2024;Laki-laki;10;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072030;Ulee Lueng;2024;Laki-laki;12;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072031;Punie;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072032;Ulee Tuy;2024;Laki-laki;1;Jiwa
1106;Kabupaten Aceh Besar;110601;Lhoong;1106012013;Teungoh Geunteut;2024;Laki-laki;2;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072012;Payaroh;2024;Laki-laki;25;Jiwa
